Ordem;NroProcessoPI;Titular;CNPJ-Titular;CNPJ(ID Alternativo);IFES titular;Qtde de empregados;Natureza do Titular;Tipo do Titular;Tamanho do Titular;Esfera;Região;Seção;Descr.Seção;Divisão;Descr.Divisão;Ano requerimento;Ano 1º TT
14394;BR1020190183551;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14395;WO2011153602;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14396;BR5120200024572;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14397;PI11018925;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14398;BR1020130108049;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
14399;BR1020130178616;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
14400;BR1020140126163;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
14401;BR1020140325778;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
14402;BR1020160129885;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14403;BR1020160129915;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14404;BR1020160308950;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14405;BR1020160129893;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14406;BR1020160129877;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14407;BR1020160219264;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14408;BR1020170095614;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14409;BR1020170221032;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14410;BR1020180689207;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14411;BR1020180085174;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14412;BR1020190070889;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14413;BR1020190268891;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14414;BR1020210054743;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14415;BR1020210163259;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14416;BR1020200145703;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14417;BR1020210163372;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14418;BR1020210131853;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14419;BR1020210131942;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14420;BR1020210132000;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14421;BR1020210096373;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14422;BR1020120335638;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14423;BR1020130248703;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
14424;BR1020150094272;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
14425;BR1020150280602;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
14426;BR1020150325002;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
14427;BR1020160250927;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14428;BR1020170081567;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14429;BR1020200168983;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14430;BR1020200265083;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14431;BR1020210038349;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14432;BR5120140015912;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
14433;BR5120180517269;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14434;BR5120150012142;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
14435;BR5120180518672;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14436;BR5120180518680;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14437;BR5120170004528;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14438;BR5120180517250;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14439;BR5120180518699;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14440;BR5120180518702;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14441;BR5120180518710;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14442;BR5120180518729;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14443;BR5120180519482;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14444;BR5120180523021;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14445;BR5120180523013;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14446;BR5120190002008;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14447;BR5120190002016;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14448;BR5120190004370;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14449;BR5120190004396;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14450;BR5120190007913;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14451;BR5120190007220;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14452;BR5120190020693;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14453;BR5120190024044;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14454;BR5120190024060;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14455;BR5120200006361;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14456;BR5120200026788;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14457;BR5120200007651;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14458;BR5120200026770;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14459;907452507;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
14460;908008961;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
14461;914751212;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14462;916383750;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14463;915907704;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14464;BR1020120189224;UFVJM;16.888.315/0001-57;UFVJM;UFVJM;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14465;39693;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14466;45643;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2002;Não TT
14467;51270;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;Não TT
14468;53055;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;Não TT
14469;55296;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;Não TT
14470;65891;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2005;Não TT
14471;96685;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2009;Não TT
14472;98513;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2009;Não TT
14473;105461;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
14474;112274;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
14475;116360;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14476;121126;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14477;121275;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14478;123981;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14479;126233;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14480;127321;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14481;128764;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14482;132560;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14483;134192;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14484;134201;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14485;141810;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14486;141822;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14487;817230351;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1993;Não TT
14488;818303875;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1995;Não TT
14489;818303883;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1995;Não TT
14490;818303891;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1995;Não TT
14491;820582220;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14492;820582239;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14493;820582247;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14494;820582271;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14495;820908533;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14496;820908541;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14497;820908550;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14498;820908568;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14499;820908576;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14500;820908584;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14501;820908592;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14502;820908606;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14503;820908614;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1998;Não TT
14504;821600672;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14505;821702262;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14506;821762478;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14507;822328070;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14508;822328089;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14509;822328097;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14510;822328100;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14511;822328119;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14512;822328127;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;1999;Não TT
14513;822683482;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2000;Não TT
14514;822964422;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2000;Não TT
14515;822964430;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2000;Não TT
14516;823888606;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14517;823888614;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14518;823888622;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14519;823888630;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14520;823888649;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14521;823888657;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14522;823888665;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14523;824063503;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;Não TT
14524;825015413;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2002;Não TT
14525;827547870;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2005;Não TT
14526;827953917;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2005;Não TT
14527;828076804;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2005;Não TT
14528;828076812;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2005;Não TT
14529;828774609;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14530;828774617;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14531;828774625;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14532;900152443;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
14533;900365641;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
14534;900943149;UNB;00.038.174/0001-43;UNB;UNB;Universidade;Pública;Universidade;Não se aplica;Federal;DF;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
